CountryCode,SeriesCode,DESCRIPTION
CAN,SP.DYN.LE00.MA.IN,"Data sources : Statistics Canada, United Nations World Population Prospects"
CAN,SP.DYN.TFRT.IN,"Data sources : Statistics Canada, United Nations World Population Prospects"
CAN,SP.POP.GROW,Statistics Canada
CAN,SP.POP.TOTL,Statistics Canada
CHE,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHE,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CHE,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
CHE,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
CHE,SP.DYN.CBRT.IN,Data sources : Eurostat
CHE,SP.DYN.CDRT.IN,Data sources : Eurostat
CHE,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Swiss Federal Statistical Office"
CHE,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHE,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Swiss Federal Statistical Office"
CHE,SP.DYN.TFRT.IN,"Data sources : Eurostat, Swiss Federal Statistical Office"
CHE,SP.POP.GROW,"Eurostat, Swiss Federal Statistical Office, United Nations Population and Vital Statistics Report"
CHE,SP.POP.TOTL,"Eurostat, Swiss Federal Statistical Office, United Nations Population and Vital Statistics Report"
CHI,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. The estimates for the Channel Islands are based on the number of persons born outside the territory of Guernsey and Jersey.
CHI,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CHI,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CHI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHI,SP.POP.0014.TO.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.1564.TO.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.65UP.TO.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.GROW,United Nations World Population Prospects
CHI,SP.POP.TOTL,United Nations World Population Prospects
CHI,SP.POP.TOTL.FE.ZS,"Refers to Guernsey, and Jersey."
CHL,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt, long-term private nonguaranteed debt, and short-term debt for 2010 are based on reports provided by the country."
CHL,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CHL,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
CHL,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
CHL,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHL,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.POP.GROW,United Nations World Population Prospects
CHL,SP.POP.TOTL,United Nations World Population Prospects
CHN,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt, long-term private nonguaranteed debt, and short-term debt for 2010 are World Bank staff estimates based on reports provided by the country."
CHN,MS.MIL.XPND.CN,Figures are for estimated  total military expenditure.  China has published its own military expenditure data.  See: www.stats.gov.cn.
CHN,MS.MIL.XPND.GD.ZS,Figures are for estimated  total military expenditure.  China has published its own military expenditure data.  See: www.stats.gov.cn.
CHN,MS.MIL.XPND.ZS,Figures are for estimated  total military expenditure.  China has published its own military expenditure data.  See: www.stats.gov.cn.
CHN,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHN,SM.POP.TOTL,"Estimates are imputed using model estimates. For purposes of estimation, the estimates for China, Hong Kong Special Administrative Region of China and Macao Special Administrative Region of China are derived and reported separately."
CHN,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CHN,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CHN,SP.DYN.CBRT.IN,Data sources : National Bureau of Statistics
CHN,SP.DYN.CDRT.IN,Data sources : National Bureau of Statistics
CHN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.TO65.FE.ZS,"Includes Taiwan, China"
CHN,SP.DYN.TO65.MA.ZS,"Includes Taiwan, China"
CHN,SP.POP.0014.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.1564.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.65UP.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.GROW,National Bureau of Statistics
CHN,SP.POP.TOTL,National Bureau of Statistics
CHN,SP.POP.TOTL.FE.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CIV,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are World Bank staff estimates. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. "
CIV,SM.POP.NETM,Data sources : United Nations World Population Prospects
CIV,SM.POP.TOTL,Estimates are derived from data on foreign-born and foreign population. 
CIV,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CIV,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CIV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.LE00.IN,Derived using male and female life expectancy
CIV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.POP.GROW,United Nations World Population Prospects
CIV,SP.POP.TOTL,United Nations World Population Prospects
CMR,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. "
CMR,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SM.POP.NETM,Data sources : United Nations World Population Prospects
CMR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CMR,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CMR,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CMR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.LE00.IN,Derived using male and female life expectancy
CMR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.POP.GROW,United Nations World Population Prospects
CMR,SP.POP.TOTL,United Nations World Population Prospects
COG,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are World Bank staff estimates. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. Data include the effects of London Club debt restructuring agreement signed in 2007 and Paris Club debt restructuring agreement signed in 2008 and 2010. However, data for 2010 does not reflect the $1.4 billion of debt relief that Paris Club creditors have committed to bilaterally. Data for 2008, 2009, and 2010 include the effects of MDRI and HIPC debt relief, in the amount of $3.6 million, $3.6 million, and $210.8 million respectively."
COG,SM.POP.NETM,Data sources : United Nations World Population Prospects
COG,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
COG,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
COG,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
COG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.LE00.IN,Derived using male and female life expectancy
COG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
COG,SP.POP.GROW,United Nations World Population Prospects
COG,SP.POP.TOTL,United Nations World Population Prospects
COL,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt and private nonguaranteed debt for 2010 are based on reports provided by the country. Short-term debt is based on Central Bank data. 
COL,SM.POP.NETM,Data sources : United Nations World Population Prospects
COL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
COL,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
COL,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
COL,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.LE00.IN,Derived using male and female life expectancy
COL,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.TFRT.IN,"Data sources : United Nations World Population Prospects, DHS 2010"
COL,SP.POP.GROW,United Nations World Population Prospects
COL,SP.POP.TOTL,United Nations World Population Prospects
COM,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. Data for 2010 include the effects of Paris Club debt restructuring agreements signed in 2010 and of Enhanced HIPC Initiative in the amount of $1.2 million. "
COM,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data. Revision of the General Government Expenditure series can explain changes in public expenditure ratios.
COM,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SM.POP.NETM,Data sources : United Nations World Population Prospects
COM,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. For purposes of estimation, the estimates for Comoros and Mayotte are derived and reported separately."
COM,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
COM,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
COM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.LE00.IN,Derived using male and female life expectancy
COM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
COM,SP.POP.GROW,United Nations World Population Prospects
COM,SP.POP.TOTL,United Nations World Population Prospects
CPV,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt and short-term debt are not available. 
CPV,SM.POP.NETM,Data sources : United Nations World Population Prospects
CPV,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CPV,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CPV,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CPV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.LE00.IN,Derived using male and female life expectancy
CPV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CPV,SP.POP.GROW,United Nations World Population Prospects
CPV,SP.POP.TOTL,United Nations World Population Prospects
CRI,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt and short-term debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are World Bank staff estimates. 
CRI,NE.CON.PRVT.PP.CD,Estimates are based on regression.
CRI,NE.CON.PRVT.PP.KD,Estimates are based on regression.
CRI,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
CRI,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
CRI,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
CRI,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
CRI,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
CRI,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
CRI,PA.NUS.PPP,Estimates are based on regression.
CRI,PA.NUS.PPPC.RF,Estimates are based on regression.
CRI,PA.NUS.PRVT.PP,Estimates are based on regression.
CRI,SM.POP.NETM,Data sources : United Nations World Population Prospects
CRI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
CRI,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CRI,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CRI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.LE00.IN,Derived using male and female life expectancy
CRI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CRI,SP.POP.GROW,United Nations World Population Prospects
CRI,SP.POP.TOTL,United Nations World Population Prospects
CUB,SM.POP.NETM,Data sources : United Nations World Population Prospects
CUB,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CUB,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CUB,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CUB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.LE00.IN,Derived using male and female life expectancy
CUB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CUB,SP.POP.GROW,United Nations World Population Prospects
CUB,SP.POP.TOTL,United Nations World Population Prospects
CUW,SP.DYN.CDRT.IN,Data sources : Central bureau of Statistics Netherlands Antilles
CUW,SP.DYN.LE00.FE.IN,Data sources : Central bureau of Statistics Netherlands Antilles
CUW,SP.DYN.LE00.IN,Derived using male and female life expectancy
CUW,SP.DYN.LE00.MA.IN,Data sources : Central bureau of Statistics Netherlands Antilles
CUW,SP.DYN.TFRT.IN,Data sources : Central bureau of Statistics Netherlands Antilles
CUW,SP.POP.GROW,Central bureau of Statistics Netherlands Antilles
CUW,SP.POP.TOTL,Central bureau of Statistics Netherlands Antilles
CYM,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CYM,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
CYM,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
CYM,SP.POP.GROW,United Nations World Population Prospects
CYM,SP.POP.TOTL,United Nations World Population Prospects
CYP,NE.CON.PRVT.PC.KD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NE.CON.PRVT.PC.KD.ZG,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GDP.PCAP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GDP.PCAP.KD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GDP.PCAP.KD.ZG,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GDP.PCAP.KN,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GDP.PCAP.PP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GDP.PCAP.PP.KD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.KD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.KD.ZG,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.KN,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.PP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,SM.POP.NETM,Data sources : United Nations World Population Prospects
CYP,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CYP,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CYP,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CYP,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.LE00.IN,Derived using male and female life expectancy
CYP,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CYP,SP.POP.0014.TO.ZS,Including Northern-Cyprus.
CYP,SP.POP.1564.TO.ZS,Including Northern-Cyprus.
CYP,SP.POP.65UP.TO.ZS,Including Northern-Cyprus.
CYP,SP.POP.GROW,United Nations World Population Prospects
CYP,SP.POP.TOTL,United Nations World Population Prospects
CYP,SP.POP.TOTL.FE.ZS,Including Northern-Cyprus.
CZE,SM.POP.NETM,Data sources : United Nations World Population Prospects
CZE,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
CZE,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
CZE,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
CZE,SP.DYN.CBRT.IN,"Data sources : Eurostat, Czech Statistical Office"
CZE,SP.DYN.CDRT.IN,"Data sources : Eurostat, Czech Statistical Office"
CZE,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistical Year Book"
CZE,SP.DYN.LE00.IN,Derived using male and female life expectancy
CZE,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistical Year Book"
CZE,SP.DYN.TFRT.IN,"Data sources : Eurostat, Czech Statistical Office, Statistical Year Book"
CZE,SP.POP.GROW,"Eurostat, Czech Statistical Office, Statistical Year Book, United Nations Population and Vital Statistics Report"
CZE,SP.POP.TOTL,"Eurostat, Czech Statistical Office, Statistical Year Book, United Nations Population and Vital Statistics Report"
DEU,SM.POP.NETM,Data sources : United Nations World Population Prospects
DEU,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
DEU,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
DEU,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
DEU,SP.DYN.CBRT.IN,Data sources : Eurostat
DEU,SP.DYN.CDRT.IN,Data sources : Eurostat
DEU,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
DEU,SP.DYN.LE00.IN,Derived using male and female life expectancy
DEU,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
DEU,SP.DYN.TFRT.IN,Data sources : Eurostat
DEU,SP.POP.GROW,"Eurostat, Federal Statistical Office, United Nations Population and Vital Statistics Report"
DEU,SP.POP.TOTL,"Eurostat, Federal Statistical Office, United Nations Population and Vital Statistics Report"
DJI,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt and short-term debt are not available. Data include the effects of Paris Club debt restructuring agreement signed in 2008.
DJI,SM.POP.NETM,Data sources : United Nations World Population Prospects
DJI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
DJI,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
DJI,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
DJI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.LE00.IN,Derived using male and female life expectancy
DJI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
DJI,SP.POP.GROW,United Nations World Population Prospects
DJI,SP.POP.TOTL,United Nations World Population Prospects
DMA,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt are not available. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending."
DMA,NE.CON.PRVT.PP.CD,Estimates are based on regression.
DMA,NE.CON.PRVT.PP.KD,Estimates are based on regression.
DMA,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
DMA,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
DMA,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
DMA,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
DMA,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
DMA,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
DMA,PA.NUS.PPP,Estimates are based on regression.
DMA,PA.NUS.PPPC.RF,Estimates are based on regression.
DMA,PA.NUS.PRVT.PP,Estimates are based on regression.
DMA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
DMA,SP.DYN.AMRT.FE,Data sources : World Bank estimate
DMA,SP.DYN.AMRT.MA,Data sources : World Bank estimate
DMA,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.LE00.FE.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.LE00.IN,Derived using male and female life expectancy
DMA,SP.DYN.LE00.MA.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.TFRT.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.POP.GROW,United Nations World Population Prospects
DMA,SP.POP.TOTL,United Nations World Population Prospects
DNK,SM.POP.NETM,Data sources : United Nations World Population Prospects
DNK,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
DNK,SP.DYN.AMRT.FE,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
DNK,SP.DYN.AMRT.MA,"Data sources : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research. "
DNK,SP.DYN.CBRT.IN,Data sources : Eurostat
DNK,SP.DYN.CDRT.IN,Data sources : Eurostat
DNK,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Denmark"
DNK,SP.DYN.LE00.IN,Derived using male and female life expectancy
DNK,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Denmark"
DNK,SP.DYN.TFRT.IN,"Data sources : Eurostat, Statistics Denmark"
DNK,SP.POP.GROW,"Eurostat, Statistics Denmark, United Nations Population and Vital Statistics Report"
DNK,SP.POP.TOTL,"Eurostat, Statistics Denmark, United Nations Population and Vital Statistics Report"
DOM,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt only cover Inter-American Development Bank and Bonds. Short-term debt data are World Bank staff estimates, based on the BIS data on international bank lending. Data include the effects of Paris Club debt restructuring agreement signed in 2005. "
DOM,NE.CON.PRVT.PP.CD,Estimates are based on regression.
DOM,NE.CON.PRVT.PP.KD,Estimates are based on regression.
DOM,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
DOM,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
DOM,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
DOM,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
DOM,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
DOM,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
DOM,PA.NUS.PPP,Estimates are based on regression.
DOM,PA.NUS.PPPC.RF,Estimates are based on regression.
DOM,PA.NUS.PRVT.PP,Estimates are based on regression.
DOM,SM.POP.NETM,Data sources : United Nations World Population Prospects
DOM,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
DOM,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
DOM,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
DOM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.LE00.IN,Derived using male and female life expectancy
DOM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
DOM,SP.POP.GROW,United Nations World Population Prospects
DOM,SP.POP.TOTL,United Nations World Population Prospects
DZA,DT.DOD.DECT.CD,"Data on long-term public and publicly guaranteed debt, long-term private nonguaranteed debt, and short-term debt for 2010 are based on reports provided by the country."
DZA,NE.CON.PRVT.PP.CD,Estimates are based on regression.
DZA,NE.CON.PRVT.PP.KD,Estimates are based on regression.
DZA,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
DZA,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
DZA,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
